,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
115341,73836.0,1.16435710568353,0.313241781582295,0.587327455199047,1.0464879513466,-0.379022802378672,-0.676575210452264,0.0572720820596713,-0.0882178530433265,-0.304358471445363,0.146251706717913,1.6110503455758,1.27843204289843,0.483255677961364,0.429302302947733,0.244393039594842,0.284286036923196,-0.683609245617262,0.193720432922417,-0.165955987853808,-0.0872263988104689,0.0213298872360944,0.0658560858548447,-0.0191339815818138,0.532536837108316,0.50129549591901,-0.471029187190126,0.0214940485074223,0.0197040283993078,10.2,0
130604,79390.0,-0.807473183772191,0.320348769225218,2.33884767936175,-2.18912269773594,-0.153421177918883,0.222056730687861,0.246054468155109,0.237760569234981,1.28414595560482,-1.31532937844463,0.942135479265432,0.58238315351127,-1.02897200184965,-0.184476971694278,0.37453600475445,-0.341165830468057,-0.521609769787298,0.489065690665987,0.0732380558957432,0.0308174683331328,-0.0147332995963905,0.362303379822787,-0.415935645246821,-0.318232681622512,0.46034833873706,-0.750373477644624,0.197759434236824,-0.10368728622664,1.0,0
66802,52227.0,-0.574546342792763,-0.409717050212315,1.96589145688302,-2.46604240280447,-1.14154058166664,-0.234741743120884,-0.352964648244315,-0.0032769820726595,-2.17232800180382,0.748395619360315,-0.477659898999902,-0.973807927919899,0.75236917919375,-0.71055243641672,0.428381385494719,-0.298975998738295,0.373267399479323,-0.0854605842962907,-1.33447756829992,-0.366315868040157,0.0658586066701334,0.544159122973888,-0.114520472712576,0.0754004824907406,-0.0853971293967957,-0.238545766345722,0.016733620920785,0.10817772882539,49.0,0
284711,172704.0,-1.03451710655374,0.0153115145300004,-0.870532965453172,-4.26705399465154,2.06285991868543,3.14585758710942,-0.215356959848416,1.46270581792075,1.16735129705894,-2.13295270870235,-0.307153621056372,0.661704980341321,-0.289781255229091,0.38848886082892,0.440528382040232,0.0863534850505648,-0.743689386350052,-0.279580813540219,-0.679592114372212,-0.0060523090299821,-0.0956258003484207,-0.484040133348487,0.221398760433472,0.66225249306831,-0.425484711333619,-0.780723869592563,0.285122004156566,0.147287635438044,58.42,0
150687,93897.0,-10.3008197578448,6.48309458751086,-15.0763627200288,6.55419115286706,-8.88025172157215,-4.47167242014489,-14.900688599735,3.84017023811699,-4.35844142237671,-14.5331616869738,7.58874088021049,-15.8357188077344,0.135035383391472,-11.5670059165135,-0.077026912374336,-11.4674297370042,-19.1729963590355,-6.96985638421183,2.21175583268581,0.113244363257218,1.50874842459643,1.04164209875775,-0.682789602968657,0.573543946252624,-1.6023889741646,-0.393520821299559,-0.468892515546761,0.105920160381125,1.0,1
221290,142511.0,2.03738464135854,-0.185700137945961,-1.76842023275775,0.267767836587851,0.326908777966075,-0.713373375879315,0.259391485104481,-0.142749661188221,0.333037274127439,0.311780087367937,0.569686911720937,0.204339781016704,-1.7000395648855,0.897855526392148,-0.93971541750347,-0.284051856036615,-0.246756027559688,-0.141539206863954,0.49430157082819,-0.278487669461943,0.0004787235985324,0.0502241208633391,0.116149331186823,0.783660989300838,0.108900446438059,0.509086753260289,-0.116806706534165,-0.0813785815223787,12.95,0
105836,69711.0,0.0087260418971836,-2.25292859981675,-0.344903101631364,0.586982983927741,-1.08429751975232,-0.0158017434708371,0.58616677473675,-0.253506048768994,0.518826913289615,-0.572209519741024,-1.1461707390439,0.436566115408216,0.99246818622416,-0.176439498587815,0.541306129455566,0.431850291459881,-0.458301593447456,-0.117448011347911,0.216624899891099,1.36803394617099,0.289449149599544,-0.522718871844493,-0.701114628925673,-0.324944137619118,0.152560534602741,0.992059664399128,-0.181614568821764,0.11861903728227,680.0,0
10498,17230.0,-0.469326705102944,1.11145278248281,2.04100272504592,1.73159516277684,0.135146841769907,-0.0936251754891053,0.266155169970928,0.0829882363836626,0.58025540346041,-0.164562674892883,0.500376369958899,-3.0217601822032,0.924213260310925,1.50079377517002,-0.400282644242405,0.706047712602575,0.115114264650572,-0.0467958788933584,-2.54852159198286,-0.358708665630957,0.159387389394564,0.592669568808717,-0.0535961838321624,0.320747502076217,-0.36912075429213,-0.136604684929151,-0.100845186803931,0.03934714768212,3.93,1
158406,111181.0,-1.75323727458148,1.97566930292307,-0.99438951351459,-0.692694901316096,1.79948390135951,1.11815756848574,-0.0515933013083764,-2.77879580625907,1.49371926201303,-0.559304667342706,1.19173173005233,-1.92768355848149,2.03882840338131,0.216183314699248,-0.270412465943454,-0.865334918819466,2.05353046257641,-1.45555898938016,-1.72315684807696,0.72075937154465,-1.70872186109658,0.229426961256135,0.346169321788914,-0.49473360432658,-0.334373237003999,0.247275429078613,-0.500360138471394,-0.503351357167436,2.36,0
256159,157562.0,2.11618314234903,0.40127161070717,-2.54751621914497,0.336579631710207,1.01294208829562,-1.3067703063501,0.762228346998541,-0.489732652593022,-0.140693932883114,-0.28941865393886,-0.267042466597218,0.183790549197353,0.501348726882675,-0.587654967618139,0.427567551089315,0.0113395219104865,0.564701010206761,-0.247238779384363,-0.229284427036343,-0.121527126967862,0.0133608498441134,0.147240969196429,0.034879051001997,0.578397608463547,0.276976979307134,0.590130899166038,-0.100090345223506,-0.0473672513338189,7.5,0
